work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0003159,AST00223,DEN01,AMER-Central,2024-09-01,Preventive,Breaker,Connection heat,P4,TECH0009,EcoCool,2.2,2.81,520,297,942,8.14,12.41,Closed,0,0,2024-09
WO0006948,AST00480,DAL01,AMER-Central,2024-09-01,Preventive,Sensor,Pressure sensor,P4,TECH0075,DataVolt,7.5,2.36,804,900,1825,8.15,17.46,Completed,0,0,2024-09
WO0002874,AST00201,TOR01,AMER-Central,2024-09-01,Corrective,Breaker,Trip event,P1,TECH0099,CBRE Ops,25.8,8.96,4700,2605,7458,0.76,27.14,Completed,1,0,2024-09
WO0006757,AST00465,ASH01,AMER-East,2024-09-01,Corrective,Sensor,Temperature sensor,P3,TECH0056,PowerGrid Mechanical,7.6,14.86,5504,1124,6998,2.42,10.71,Completed,1,1,2024-09
WO0003475,AST00247,DAL01,AMER-Central,2024-09-02,Corrective,Transformer,Oil temp rise,P2,TECH0106,Schneider Services,13.9,4.5,3603,1654,5396,0.37,15.32,Completed,0,0,2024-09
WO0007270,AST00503,DAL01,AMER-Central,2024-09-02,Corrective,Sensor,Temperature sensor,P3,TECH0095,EcoCool,25.0,9.67,8294,3050,11605,0.2,25.73,Completed,1,0,2024-09
WO0006633,AST00458,DAL01,AMER-Central,2024-09-02,Corrective,Controller,PLC fault,P3,TECH0041,PowerGrid Mechanical,12.0,3.24,3139,1656,4876,0.79,14.22,Completed,0,0,2024-09
WO0004469,AST00319,CHI01,AMER-East,2024-09-02,Corrective,Battery,Battery connector,P3,TECH0024,PowerGrid Mechanical,14.5,8.69,5085,2291,7433,0.2,16.92,Completed,1,0,2024-09
WO0002373,AST00168,DAL01,AMER-Central,2024-09-02,Corrective,Sensor,Flow sensor,P3,TECH0016,CBRE Ops,24.9,11.43,3394,3884,7651,1.24,26.73,Completed,1,1,2024-09
WO0002822,AST00198,SJC01,AMER-West,2024-09-02,Preventive,Routine Wear,Seal wear,P3,TECH0012,DataVolt,8.0,2.73,710,752,1549,8.08,18.69,Completed,0,0,2024-09
WO0005265,AST00369,CHI01,AMER-East,2024-09-02,Corrective,Capacitor,Bulge,P3,TECH0042,DataVolt,14.2,9.28,3481,1973,5816,0.62,16.32,Completed,1,0,2024-09
WO0005403,AST00378,TOR01,AMER-Central,2024-09-02,Corrective,Cooling Loop,Pump,P4,TECH0093,FacilityPro,10.5,5.25,1378,1176,2837,2.95,14.74,Completed,0,0,2024-09
WO0003133,AST00221,CHI01,AMER-East,2024-09-02,Preventive,Sensor,Temperature sensor,P3,TECH0090,PowerGrid Mechanical,2.8,3.23,523,274,918,6.65,10.13,Completed,0,0,2024-09
WO0000386,AST00028,DAL01,AMER-Central,2024-09-02,Corrective,Routine Wear,Alignment,P3,TECH0045,Vertiv Services,18.4,0.6,2981,2042,5137,0.6,19.38,Completed,0,0,2024-09
WO0000984,AST00071,DAL01,AMER-Central,2024-09-02,Preventive,Battery,Battery bank,P2,TECH0087,CBRE Ops,6.0,1.64,914,600,1607,7.58,14.43,Completed,0,0,2024-09
WO0003937,AST00283,CHI01,AMER-East,2024-09-03,Corrective,Routine Wear,Seal wear,P4,TECH0114,CBRE Ops,18.8,9.36,3954,2744,6743,1.29,20.95,Closed,1,0,2024-09
WO0000804,AST00059,PHX01,AMER-West,2024-09-03,Preventive,Firmware,Communication timeout,P3,TECH0104,FacilityPro,3.5,1.89,887,350,1409,11.09,14.73,Completed,0,0,2024-09
WO0006291,AST00431,ATL01,AMER-East,2024-09-03,Corrective,Firmware,Communication timeout,P3,TECH0079,Vertiv Services,15.3,5.99,3887,1468,5596,0.55,16.34,Closed,1,0,2024-09
WO0005820,AST00402,PHX01,AMER-West,2024-09-03,Corrective,Valve,Valve leak,P4,TECH0120,FacilityPro,4.5,8.71,3300,715,4074,3.76,11.09,Completed,1,0,2024-09
WO0004768,AST00336,PHX01,AMER-West,2024-09-03,Preventive,Battery,Battery bank,P3,TECH0034,DataVolt,5.0,2.09,563,630,1468,8.15,14.14,Completed,0,0,2024-09
WO0004490,AST00320,DAL01,AMER-Central,2024-09-03,Corrective,Capacitor,Capacitor aging,P1,TECH0016,DataVolt,9.3,3.92,4721,1199,5967,0.29,11.41,Completed,0,0,2024-09
WO0001695,AST00120,TOR01,AMER-Central,2024-09-03,Corrective,Routine Wear,Seal wear,P3,TECH0044,Vertiv Services,19.2,7.17,4297,2265,6738,3.35,21.71,Completed,1,0,2024-09
WO0007626,AST00529,ATL01,AMER-East,2024-09-03,Preventive,Routine Wear,Inspection finding,P1,TECH0086,EcoCool,5.7,1.97,909,763,1905,9.48,15.07,Completed,0,0,2024-09
WO0006216,AST00426,PHX01,AMER-West,2024-09-03,Preventive,Capacitor,Capacitor aging,P1,TECH0017,FacilityPro,3.2,1.67,824,284,1364,8.37,14.37,Closed,0,0,2024-09
WO0005678,AST00394,TOR01,AMER-Central,2024-09-03,Corrective,Valve,Actuator fault,P3,TECH0008,PowerGrid Mechanical,21.8,9.12,2674,3161,6213,0.2,22.01,Completed,1,1,2024-09
WO0003257,AST00229,DAL01,AMER-Central,2024-09-03,Preventive,Routine Wear,Seal wear,P2,TECH0065,Schneider Services,8.8,1.69,835,950,1948,7.19,17.77,Completed,0,0,2024-09
WO0000411,AST00029,SJC01,AMER-West,2024-09-03,Preventive,Firmware,Patch gap,P3,TECH0097,FacilityPro,4.9,0.3,844,441,1375,8.79,14.46,Completed,0,0,2024-09
WO0004952,AST00350,DAL01,AMER-Central,2024-09-04,Preventive,Transformer,Oil temp rise,P3,TECH0011,Vertiv Services,4.1,1.23,583,549,1284,7.18,11.64,Completed,0,0,2024-09
WO0001218,AST00088,CHI01,AMER-East,2024-09-04,Corrective,Capacitor,Capacitor aging,P3,TECH0107,FacilityPro,8.6,8.6,4101,1376,5794,1.77,12.28,Completed,1,0,2024-09
WO0002529,AST00179,SEA01,AMER-West,2024-09-04,Corrective,Compressor,Bearing wear,P4,TECH0096,CBRE Ops,21.7,14.56,4352,2842,7468,0.2,21.98,Completed,1,0,2024-09
WO0003517,AST00252,NYC01,AMER-East,2024-09-04,Preventive,Compressor,Start failure,P2,TECH0088,EcoCool,5.0,1.92,571,550,1168,7.81,12.12,Completed,0,0,2024-09
WO0005535,AST00385,TOR01,AMER-Central,2024-09-04,Corrective,Valve,Valve blockage,P2,TECH0104,EcoCool,28.8,8.59,2406,2736,5406,2.15,33.97,Completed,1,1,2024-09
WO0006664,AST00461,SJC01,AMER-West,2024-09-04,Corrective,Compressor,Bearing wear,P3,TECH0041,FacilityPro,20.6,5.81,5724,2430,8504,3.83,24.33,Closed,1,1,2024-09
WO0000143,AST00008,MIA01,AMER-Central,2024-09-04,Corrective,Battery,Battery bank,P3,TECH0089,CBRE Ops,15.5,11.33,3470,1720,5330,2.6,18.78,Completed,1,0,2024-09
WO0002625,AST00186,TOR01,AMER-Central,2024-09-04,Preventive,Breaker,Trip event,P4,TECH0106,FacilityPro,5.7,1.16,348,518,1248,9.0,17.38,Closed,0,0,2024-09
WO0001291,AST00094,ASH01,AMER-East,2024-09-04,Preventive,Firmware,Sensor mapping,P2,TECH0084,Vertiv Services,5.7,1.05,955,587,1813,7.28,13.58,Completed,0,0,2024-09
WO0003792,AST00273,SJC01,AMER-West,2024-09-04,Corrective,Sensor,Pressure sensor,P3,TECH0025,DataVolt,11.0,10.15,3641,1210,5108,1.85,16.85,Completed,1,0,2024-09
WO0005759,AST00398,CHI01,AMER-East,2024-09-04,Corrective,Valve,Valve blockage,P4,TECH0102,CBRE Ops,3.2,6.16,3223,512,3927,2.73,7.36,Closed,1,1,2024-09
WO0003887,AST00278,ASH01,AMER-East,2024-09-04,Corrective,Cable,Insulation wear,P2,TECH0106,Schneider Services,7.9,3.94,1497,1287,3011,0.2,10.97,Completed,0,0,2024-09
WO0005133,AST00360,ASH01,AMER-East,2024-09-04,Preventive,Sensor,Flow sensor,P2,TECH0022,ABB Services,5.8,1.36,285,759,1095,8.65,16.0,Closed,0,0,2024-09
WO0003364,AST00236,PHX01,AMER-West,2024-09-04,Preventive,Controller,Control board,P3,TECH0051,FacilityPro,7.7,2.14,574,847,1770,8.04,16.37,Completed,0,0,2024-09
WO0002760,AST00195,ASH01,AMER-East,2024-09-04,Preventive,Valve,Actuator fault,P1,TECH0001,Vertiv Services,5.3,1.14,405,524,1243,9.11,16.08,Closed,0,0,2024-09
WO0000391,AST00028,DAL01,AMER-Central,2024-09-04,Preventive,Capacitor,Capacitor aging,P1,TECH0103,Schneider Services,5.2,2.25,785,462,1628,10.1,18.11,Completed,0,0,2024-09
WO0000178,AST00011,SEA01,AMER-West,2024-09-04,Corrective,Controller,PLC fault,P3,TECH0091,DataVolt,3.9,13.96,4477,436,5162,1.72,6.11,Completed,1,1,2024-09
WO0006371,AST00436,DAL01,AMER-Central,2024-09-05,Corrective,Compressor,Compressor vibration,P3,TECH0105,EcoCool,25.3,6.09,3593,3263,6926,0.63,25.8,Closed,1,0,2024-09
WO0002705,AST00191,ASH01,AMER-East,2024-09-05,Preventive,Breaker,Trip event,P3,TECH0112,PowerGrid Mechanical,8.3,0.51,464,1120,1958,9.32,20.17,Completed,0,0,2024-09
WO0002881,AST00202,SJC01,AMER-West,2024-09-05,Corrective,Sensor,Pressure sensor,P2,TECH0104,PowerGrid Mechanical,6.1,7.26,4901,817,6008,0.2,8.7,Completed,1,0,2024-09
WO0002779,AST00196,ASH01,AMER-East,2024-09-05,Corrective,Routine Wear,Seal wear,P3,TECH0111,EcoCool,13.8,13.52,4753,2139,7067,0.49,15.47,Completed,1,0,2024-09
WO0003166,AST00224,SEA01,AMER-West,2024-09-05,Corrective,Compressor,Start failure,P2,TECH0106,PowerGrid Mechanical,10.2,4.54,5774,989,7045,2.58,13.55,In Review,0,0,2024-09
WO0004966,AST00351,DEN01,AMER-Central,2024-09-05,Preventive,Battery,Cell degradation,P4,TECH0086,Schneider Services,8.4,1.91,718,940,1726,7.11,17.43,Closed,0,0,2024-09
WO0004775,AST00336,PHX01,AMER-West,2024-09-05,Preventive,Firmware,Patch gap,P3,TECH0090,EcoCool,3.8,2.46,736,376,1338,6.74,12.72,Completed,0,0,2024-09
WO0003103,AST00220,SJC01,AMER-West,2024-09-05,Corrective,Compressor,Bearing wear,P3,TECH0008,PowerGrid Mechanical,20.7,9.8,5987,2442,8624,0.68,22.88,Completed,1,0,2024-09
WO0000962,AST00070,ATL01,AMER-East,2024-09-05,Corrective,Fuel System,Filter clog,P4,TECH0025,CBRE Ops,10.5,4.0,3684,1249,5124,2.21,13.45,Completed,0,1,2024-09
WO0000895,AST00065,ATL01,AMER-East,2024-09-05,Preventive,Routine Wear,Seal wear,P4,TECH0111,DataVolt,5.8,2.47,337,696,1147,9.56,15.93,Completed,0,0,2024-09
WO0004037,AST00293,ATL01,AMER-East,2024-09-06,Corrective,Routine Wear,Inspection finding,P4,TECH0010,CBRE Ops,12.3,11.84,5035,1783,6866,0.34,15.39,Completed,1,0,2024-09
WO0001806,AST00128,PHX01,AMER-West,2024-09-06,Corrective,Routine Wear,Seal wear,P3,TECH0071,Schneider Services,9.5,5.18,2389,969,3561,0.2,11.36,Completed,0,0,2024-09
WO0006913,AST00478,SEA01,AMER-West,2024-09-06,Preventive,Compressor,Start failure,P3,TECH0057,CBRE Ops,4.0,1.02,708,552,1462,9.45,13.95,In Review,0,0,2024-09
WO0000927,AST00067,ASH01,AMER-East,2024-09-06,Preventive,Compressor,Bearing wear,P4,TECH0094,ABB Services,5.3,1.76,654,620,1659,8.72,15.79,Completed,0,0,2024-09
WO0004919,AST00349,SJC01,AMER-West,2024-09-06,Corrective,Routine Wear,Inspection finding,P4,TECH0017,PowerGrid Mechanical,21.0,7.6,8322,2310,10717,0.2,22.28,Completed,1,1,2024-09
WO0004784,AST00337,SJC01,AMER-West,2024-09-06,Corrective,Cable,Connection looseness,P2,TECH0025,FacilityPro,7.8,3.98,4660,1006,5759,0.46,8.4,Completed,0,0,2024-09
WO0007180,AST00497,CHI01,AMER-East,2024-09-06,Corrective,Routine Wear,Alignment,P3,TECH0069,CBRE Ops,12.4,5.36,4285,1426,5919,1.17,11.74,Completed,0,0,2024-09
WO0006518,AST00446,TOR01,AMER-Central,2024-09-06,Corrective,Valve,Valve blockage,P4,TECH0043,EcoCool,21.5,9.6,2639,3010,5853,2.26,26.56,Completed,1,1,2024-09
WO0007237,AST00501,ATL01,AMER-East,2024-09-06,Preventive,Sensor,Pressure sensor,P3,TECH0116,ABB Services,7.7,4.08,190,754,1321,8.84,18.91,Completed,0,0,2024-09
WO0003597,AST00257,ASH01,AMER-East,2024-09-06,Preventive,Firmware,Patch gap,P3,TECH0054,ABB Services,1.5,1.27,339,147,552,8.02,10.7,Completed,0,0,2024-09
WO0006077,AST00419,ATL01,AMER-East,2024-09-06,Corrective,Battery,Battery connector,P4,TECH0069,Schneider Services,4.2,6.42,2261,600,2908,1.4,5.87,Completed,1,0,2024-09
WO0002552,AST00180,ASH01,AMER-East,2024-09-06,Preventive,Fuel System,Filter clog,P2,TECH0033,EcoCool,7.3,2.59,592,730,1601,7.42,16.34,Completed,0,0,2024-09
WO0000015,AST00002,PHX01,AMER-West,2024-09-06,Preventive,Valve,Valve blockage,P1,TECH0049,CBRE Ops,6.4,4.49,745,806,1903,8.12,15.36,Completed,0,0,2024-09
WO0001204,AST00087,DAL01,AMER-Central,2024-09-06,Preventive,Controller,Settings drift,P3,TECH0068,EcoCool,4.5,3.2,683,508,1574,10.62,17.38,Completed,0,0,2024-09
WO0002106,AST00149,SJC01,AMER-West,2024-09-07,Corrective,Rectifier,Rectifier module,P4,TECH0012,ABB Services,9.2,7.25,3576,1343,5125,1.05,10.49,Completed,1,0,2024-09
WO0005868,AST00404,ATL01,AMER-East,2024-09-07,Corrective,Sensor,Flow sensor,P3,TECH0049,CBRE Ops,3.3,9.48,3231,363,3975,2.44,6.21,Completed,1,0,2024-09
WO0007317,AST00505,DAL01,AMER-Central,2024-09-07,Preventive,Firmware,Patch gap,P3,TECH0067,Schneider Services,6.1,0.3,590,829,1710,9.49,15.96,Closed,0,0,2024-09
WO0000759,AST00055,ASH01,AMER-East,2024-09-07,Corrective,Battery,Battery bank,P4,TECH0105,FacilityPro,16.2,12.29,5958,2057,8319,0.38,19.91,Closed,1,0,2024-09
WO0006014,AST00413,CHI01,AMER-East,2024-09-07,Preventive,Rectifier,Voltage imbalance,P3,TECH0106,ABB Services,4.2,1.3,336,373,1068,7.68,12.64,Closed,0,0,2024-09
WO0004542,AST00322,SJC01,AMER-West,2024-09-07,Corrective,Routine Wear,Seal wear,P2,TECH0060,EcoCool,23.1,6.55,1328,3280,4842,0.95,22.52,Closed,1,0,2024-09
WO0003465,AST00245,CHI01,AMER-East,2024-09-07,Corrective,Breaker,Breaker wear,P3,TECH0008,ABB Services,15.9,3.17,3166,1939,5500,0.2,18.99,Completed,0,0,2024-09
WO0002207,AST00156,SJC01,AMER-West,2024-09-07,Corrective,Firmware,Patch gap,P3,TECH0038,DataVolt,22.3,8.96,4354,2765,7470,0.87,25.11,Closed,1,1,2024-09
WO0002181,AST00154,SJC01,AMER-West,2024-09-07,Preventive,Routine Wear,Seal wear,P3,TECH0082,PowerGrid Mechanical,4.7,1.14,503,643,1513,10.04,15.32,Completed,0,0,2024-09
WO0005104,AST00360,ASH01,AMER-East,2024-09-07,Preventive,Sensor,Pressure sensor,P3,TECH0040,FacilityPro,3.9,0.3,879,514,1469,9.21,12.69,Completed,0,0,2024-09
WO0001785,AST00126,CHI01,AMER-East,2024-09-07,Preventive,Routine Wear,Seal wear,P1,TECH0078,DataVolt,7.7,3.07,583,800,1426,7.72,18.91,In Review,0,0,2024-09
WO0005648,AST00392,DAL01,AMER-Central,2024-09-07,Preventive,Compressor,Bearing wear,P3,TECH0050,Schneider Services,5.1,0.38,280,535,1062,10.41,17.27,Completed,0,0,2024-09
WO0000313,AST00020,DAL01,AMER-Central,2024-09-07,Corrective,Firmware,Patch gap,P2,TECH0009,Schneider Services,14.3,9.53,3793,2173,6283,1.51,17.13,Completed,1,0,2024-09
WO0003204,AST00224,SEA01,AMER-West,2024-09-07,Corrective,Fan Motor,Bearing wear,P2,TECH0039,CBRE Ops,20.8,7.73,3206,3265,6693,0.51,23.49,Completed,1,1,2024-09
WO0006111,AST00420,SEA01,AMER-West,2024-09-07,Corrective,Routine Wear,Seal wear,P3,TECH0030,CBRE Ops,15.6,11.42,5836,2199,8099,1.5,18.49,Closed,1,1,2024-09
WO0003630,AST00260,LAX01,AMER-West,2024-09-07,Preventive,Compressor,Start failure,P3,TECH0039,Schneider Services,5.5,1.03,465,506,1322,7.61,14.19,Completed,0,0,2024-09
WO0002057,AST00145,TOR01,AMER-Central,2024-09-07,Preventive,Rectifier,Rectifier module,P2,TECH0012,EcoCool,9.3,2.76,681,1069,1934,6.45,17.69,Completed,0,0,2024-09
WO0002945,AST00207,TOR01,AMER-Central,2024-09-07,Corrective,Cable,Insulation wear,P3,TECH0066,FacilityPro,7.5,10.33,2341,750,3322,1.24,10.09,Completed,1,0,2024-09
WO0001813,AST00128,PHX01,AMER-West,2024-09-07,Preventive,Compressor,Start failure,P3,TECH0082,Vertiv Services,5.2,2.76,759,546,1542,8.55,14.17,Completed,0,0,2024-09
WO0003477,AST00247,DAL01,AMER-Central,2024-09-07,Preventive,Breaker,Breaker wear,P3,TECH0100,EcoCool,3.6,2.97,443,342,1029,9.33,12.74,Closed,0,0,2024-09
WO0000708,AST00054,NYC01,AMER-East,2024-09-08,Corrective,Valve,Actuator fault,P4,TECH0107,Schneider Services,15.4,4.62,4783,2417,7575,0.2,15.36,Closed,0,0,2024-09
WO0000795,AST00058,NYC01,AMER-East,2024-09-08,Preventive,Compressor,Start failure,P4,TECH0119,Schneider Services,6.2,1.56,1156,688,2093,9.26,15.43,Completed,0,0,2024-09
WO0006513,AST00445,ASH01,AMER-East,2024-09-08,Preventive,Firmware,Communication timeout,P3,TECH0119,FacilityPro,7.7,2.14,550,1008,1834,9.53,18.44,Completed,0,0,2024-09
WO0004483,AST00319,CHI01,AMER-East,2024-09-08,Corrective,Fuel System,Fuel pump,P4,TECH0094,CBRE Ops,18.2,7.41,5101,2639,8108,0.2,19.78,Completed,1,1,2024-09
WO0000118,AST00007,LAX01,AMER-West,2024-09-08,Corrective,Compressor,Compressor vibration,P2,TECH0018,DataVolt,6.4,3.11,5784,659,6519,0.93,7.03,Completed,0,0,2024-09
WO0000219,AST00014,DEN01,AMER-Central,2024-09-08,Corrective,Capacitor,Thermal stress,P3,TECH0017,FacilityPro,7.8,5.86,1938,904,3021,0.44,8.26,Completed,1,1,2024-09
WO0007024,AST00486,CHI01,AMER-East,2024-09-08,Preventive,Controller,PLC fault,P4,TECH0114,CBRE Ops,6.5,0.3,374,858,1313,7.58,15.56,Completed,0,0,2024-09
WO0006093,AST00420,SEA01,AMER-West,2024-09-08,Preventive,Fan Motor,Motor overheating,P4,TECH0042,EcoCool,7.7,1.88,579,985,1679,6.82,16.63,Completed,0,0,2024-09
WO0003872,AST00277,TOR01,AMER-Central,2024-09-08,Corrective,Battery,Battery bank,P1,TECH0103,DataVolt,5.9,7.67,2376,643,3388,4.53,13.75,Completed,1,0,2024-09
WO0007292,AST00504,CHI01,AMER-East,2024-09-08,Corrective,Firmware,Sensor mapping,P3,TECH0007,CBRE Ops,14.9,9.99,2503,2279,5022,2.3,19.91,Closed,1,0,2024-09
WO0005635,AST00391,DAL01,AMER-Central,2024-09-08,Corrective,Fan Motor,VFD issue,P3,TECH0099,CBRE Ops,2.0,5.91,5109,228,5448,0.99,4.55,Completed,1,0,2024-09
WO0006147,AST00422,PHX01,AMER-West,2024-09-08,Corrective,Routine Wear,Alignment,P3,TECH0074,EcoCool,2.0,4.21,3497,224,3861,3.98,5.1,Completed,0,0,2024-09
WO0003231,AST00226,CHI01,AMER-East,2024-09-08,Preventive,Sensor,Pressure sensor,P2,TECH0047,EcoCool,6.8,0.64,737,890,1796,8.82,16.95,Completed,0,0,2024-09
WO0001071,AST00078,DEN01,AMER-Central,2024-09-08,Preventive,Fuel System,Fuel pump,P2,TECH0108,EcoCool,6.0,1.35,633,654,1387,7.48,14.71,Completed,0,0,2024-09
WO0002274,AST00160,ATL01,AMER-East,2024-09-08,Corrective,Valve,Actuator fault,P3,TECH0060,ABB Services,15.4,7.79,4350,2109,6745,0.28,18.2,Completed,1,0,2024-09
WO0001413,AST00103,DAL01,AMER-Central,2024-09-08,Preventive,Battery,Battery bank,P3,TECH0095,CBRE Ops,8.6,0.45,435,877,1508,7.25,16.35,Completed,0,0,2024-09
WO0001820,AST00128,PHX01,AMER-West,2024-09-09,Corrective,Compressor,Start failure,P3,TECH0011,CBRE Ops,13.5,7.72,2140,1876,4123,0.59,17.48,Completed,1,0,2024-09
WO0003010,AST00212,SEA01,AMER-West,2024-09-09,Corrective,Compressor,Start failure,P4,TECH0014,CBRE Ops,6.2,8.34,2939,651,3645,1.4,11.41,Completed,1,0,2024-09
WO0000349,AST00024,MIA01,AMER-Central,2024-09-09,Corrective,Compressor,Bearing wear,P4,TECH0085,FacilityPro,16.2,14.77,1948,2057,4318,0.74,18.69,Closed,1,0,2024-09
WO0004434,AST00317,PHX01,AMER-West,2024-09-09,Corrective,Routine Wear,Seal wear,P4,TECH0079,DataVolt,22.0,13.1,3816,3212,7112,0.63,22.7,Closed,1,1,2024-09
WO0002066,AST00145,TOR01,AMER-Central,2024-09-09,Preventive,Rectifier,Power board,P2,TECH0111,Vertiv Services,7.2,2.03,713,979,1999,8.55,16.08,Completed,0,0,2024-09
WO0005957,AST00410,LAX01,AMER-West,2024-09-09,Corrective,Capacitor,Thermal stress,P4,TECH0120,FacilityPro,11.1,12.86,5639,1820,7746,2.22,15.3,Completed,1,0,2024-09
WO0003734,AST00269,SJC01,AMER-West,2024-09-09,Corrective,Controller,PLC fault,P3,TECH0116,ABB Services,2.0,10.83,2321,320,2895,0.2,5.29,Completed,1,1,2024-09
WO0002194,AST00155,ATL01,AMER-East,2024-09-09,Corrective,Cable,Connection looseness,P1,TECH0050,PowerGrid Mechanical,16.7,5.47,2449,2722,5406,2.25,20.46,Closed,0,0,2024-09
WO0003349,AST00233,ASH01,AMER-East,2024-09-09,Corrective,Routine Wear,Inspection finding,P4,TECH0051,DataVolt,9.1,5.84,3623,1001,4768,1.67,12.32,Completed,1,0,2024-09
WO0004588,AST00324,SJC01,AMER-West,2024-09-09,Preventive,Sensor,Pressure sensor,P2,TECH0050,FacilityPro,5.3,1.53,649,614,1460,10.02,17.57,Completed,0,0,2024-09
WO0005733,AST00396,SJC01,AMER-West,2024-09-09,Preventive,Compressor,Bearing wear,P2,TECH0100,Schneider Services,7.5,2.5,679,682,1476,6.72,17.37,Completed,0,0,2024-09
WO0001633,AST00117,NYC01,AMER-East,2024-09-09,Corrective,Capacitor,Capacitor aging,P3,TECH0030,Vertiv Services,24.2,0.6,3967,3436,7512,1.03,27.56,Completed,0,0,2024-09
WO0003495,AST00250,DAL01,AMER-Central,2024-09-10,Corrective,Battery,Battery connector,P1,TECH0067,EcoCool,7.6,7.07,2887,980,4238,2.83,13.17,Completed,1,0,2024-09
WO0002921,AST00204,DEN01,AMER-Central,2024-09-10,Corrective,Sensor,Temperature sensor,P3,TECH0036,Vertiv Services,11.4,7.58,1815,1151,3204,1.55,12.39,Closed,1,0,2024-09
WO0004135,AST00296,ATL01,AMER-East,2024-09-10,Preventive,Routine Wear,Alignment,P4,TECH0120,CBRE Ops,6.7,1.0,468,763,1440,8.29,17.81,Closed,0,0,2024-09
WO0001331,AST00097,DAL01,AMER-Central,2024-09-10,Corrective,Valve,Valve blockage,P4,TECH0052,DataVolt,15.5,13.56,5329,2480,8093,0.98,18.81,Completed,1,1,2024-09
WO0003577,AST00256,PHX01,AMER-West,2024-09-10,Preventive,Cooling Loop,Coolant leak,P2,TECH0091,CBRE Ops,7.7,2.77,300,1016,1660,9.02,16.08,Completed,0,0,2024-09
WO0000786,AST00058,NYC01,AMER-East,2024-09-10,Preventive,Valve,Valve leak,P2,TECH0075,PowerGrid Mechanical,9.0,1.25,985,1125,2470,7.05,18.82,Completed,0,0,2024-09
WO0002083,AST00147,ATL01,AMER-East,2024-09-10,Corrective,Breaker,Trip event,P4,TECH0012,ABB Services,19.6,4.81,3374,1881,5523,0.63,20.37,In Review,0,0,2024-09
WO0000306,AST00020,DAL01,AMER-Central,2024-09-10,Preventive,Routine Wear,Alignment,P3,TECH0110,Schneider Services,8.9,2.48,301,1148,1582,9.97,19.85,Completed,0,0,2024-09
WO0002299,AST00163,MIA01,AMER-Central,2024-09-10,Preventive,Sensor,Pressure sensor,P4,TECH0038,Schneider Services,4.9,1.24,212,460,889,7.29,11.42,Completed,0,0,2024-09
WO0007746,AST00540,DAL01,AMER-Central,2024-09-10,Corrective,Routine Wear,Seal wear,P3,TECH0051,Schneider Services,19.3,8.99,3600,1968,5944,3.04,23.59,Closed,1,0,2024-09
WO0005371,AST00377,CHI01,AMER-East,2024-09-10,Corrective,Sensor,Temperature sensor,P4,TECH0107,Schneider Services,2.0,6.65,2014,200,2285,2.79,5.71,Completed,1,1,2024-09
WO0004383,AST00314,SEA01,AMER-West,2024-09-10,Corrective,Fan Motor,VFD issue,P1,TECH0115,PowerGrid Mechanical,20.0,14.16,3132,2680,5898,2.81,23.03,Completed,1,0,2024-09
WO0003841,AST00274,ATL01,AMER-East,2024-09-10,Corrective,Routine Wear,Alignment,P4,TECH0022,ABB Services,9.4,11.38,4714,1325,6399,0.87,9.38,Completed,1,0,2024-09
WO0005638,AST00391,DAL01,AMER-Central,2024-09-11,Corrective,Routine Wear,Seal wear,P4,TECH0065,CBRE Ops,41.6,3.18,2943,5283,8350,2.08,45.27,Completed,0,0,2024-09
WO0005346,AST00374,NYC01,AMER-East,2024-09-11,Corrective,Rectifier,Power board,P3,TECH0069,Schneider Services,6.9,3.49,3907,1007,5015,0.85,9.25,Completed,0,0,2024-09
WO0007664,AST00535,ASH01,AMER-East,2024-09-11,Corrective,Routine Wear,Inspection finding,P2,TECH0057,EcoCool,18.7,10.21,3066,2823,6090,1.98,22.99,Completed,1,0,2024-09
WO0003498,AST00250,DAL01,AMER-Central,2024-09-11,Corrective,Controller,PLC fault,P4,TECH0088,Vertiv Services,24.4,4.2,2075,2830,4965,0.2,24.79,Closed,0,0,2024-09
WO0003227,AST00226,CHI01,AMER-East,2024-09-11,Corrective,Breaker,Breaker wear,P1,TECH0071,ABB Services,10.8,8.43,3844,1609,5616,1.55,14.63,Completed,1,0,2024-09
WO0004641,AST00326,SJC01,AMER-West,2024-09-11,Corrective,Valve,Actuator fault,P2,TECH0120,DataVolt,21.4,10.16,3219,3081,6425,0.2,23.39,Completed,1,0,2024-09
WO0002731,AST00193,DAL01,AMER-Central,2024-09-11,Corrective,Fan Motor,Bearing wear,P2,TECH0035,PowerGrid Mechanical,10.5,6.73,5474,1449,7141,1.44,12.01,Closed,1,0,2024-09
WO0000908,AST00066,ATL01,AMER-East,2024-09-11,Corrective,Battery,Battery bank,P3,TECH0042,DataVolt,21.9,10.08,5581,2080,7797,4.67,26.43,Completed,1,0,2024-09
WO0002577,AST00182,SJC01,AMER-West,2024-09-11,Corrective,Breaker,Trip event,P3,TECH0080,PowerGrid Mechanical,10.4,3.3,2557,1695,4292,0.32,12.76,Completed,0,0,2024-09
